entry_day,exit_day,holding_days,pnl_pct,max_profit_pct,exit_efficiency,future_upside_pct,exit_reason,exit_date,entry_wp,entry_dp,entry_rs,entry_vs,entry_bs,entry_hl,entry_od,entry_bb,entry_score,entry_date,entry_symbol,position_size,model
592,596,4,-2.87,0.0,0.0,0.0,signal,596,0.7499999999999997,0.026315789473684237,13.333333333333307,1.227375960866527,2.0,2.0,-0.02036936158699188,0.38333333333333336,5,592,AAS,1.0,random_forest
632,651,19,49.85,54.73,91.1,0.73,signal,651,0.8717948717948718,0.056818181818181816,30.32258064516128,2.991998800355609,3.0,4.0,-0.2600733475618937,1.0,4,632,AAS,0.7,random_forest
666,672,6,-0.8,0.0,0.0,0.0,zombie_exit,672,0.4626865671641799,0.06666666666666655,23.352033660589093,1.5549094520594913,2.0,3.0,-0.749237514734531,0.5833333333333334,5,666,AAT,1.0,random_forest
673,678,5,-2.1,0.0,0.0,0.0,signal,678,0.5344827586206905,0.04999999999999992,-3.100158982511907,0.5716836601155129,1.0,3.0,-1.6012334202154062,0.45,3,673,AAT,1.0,random_forest
795,800,5,39.42,40.67,96.9,-2.11,signal,800,0.7341772151898734,0.05263157894736841,-12.159624413145579,1.6681642905154421,1.0,2.0,0.37963630251547464,0.9166666666666666,4,795,AAT,0.7,random_forest
863,867,4,-3.39,0.0,0.0,2.05,signal,867,0.6363636363636367,0.057306590257879576,22.619047619047656,0.7436602505346777,1.0,3.0,-0.004247394091379593,0.45,4,863,AAT,1.0,random_forest
874,879,5,-0.54,0.0,0.0,2.5,signal,879,0.6153846153846159,0.057306590257879576,5.826086956521749,1.2159481886257844,3.0,4.0,0.011469011084647287,0.4,5,874,AAT,1.0,random_forest
953,957,4,42.87,52.6,81.5,35.71,trailing_stop,957,0.8250000000000001,0.11290322580645164,7.738095238095255,1.7392739561192219,2.0,2.0,-0.06105246736098002,1.0,4,953,AAV,0.7,random_forest
970,971,1,-0.25,0.0,0.0,0.0,stop_loss,971,0.7037037037037038,0.11594202898550722,5.446808510638306,1.1853657859958422,1.0,3.0,0.3127557109348996,0.7,5,970,AAV,1.0,random_forest
1001,1004,3,-5.16,0.0,0.0,10.34,signal,1004,0.583333333333333,0.0819672131147541,-1.547987616099057,1.1782891433117406,1.0,1.0,0.010069318796682186,0.13333333333333333,3,1001,AAV,1.0,random_forest
1009,1013,4,3.02,4.92,61.4,11.67,trailing_stop,1013,0.583333333333333,0.0819672131147541,2.1164021164021207,0.9366357127842659,2.0,2.0,0.23933610676976996,0.23333333333333334,4,1009,AAV,1.0,random_forest
1030,1036,6,-3.23,0.0,0.0,9.52,zombie_exit,1036,0.8461538461538461,0.029850746268656744,37.777777777777764,1.5498144984685776,2.0,3.0,0.6595519179048004,0.6666666666666666,4,1030,AAV,1.0,random_forest
1043,1048,5,1.26,3.03,41.6,1.52,trailing_stop,1048,0.6428571428571427,0.07575757575757576,0.96618357487921,0.9619273513488312,1.0,2.0,0.037337913159295216,0.6166666666666667,4,1043,AAV,1.0,random_forest
1084,1089,5,41.12,42.92,95.8,18.81,signal,1089,0.7857142857142858,0.047619047619047596,-1.1111111111111143,1.4736502184228704,2.0,3.0,0.09582286343156149,1.0,3,1084,AAV,0.7,random_forest
1096,1106,10,44.12,50.93,86.6,-2.53,signal,1106,0.8095238095238094,0.05333333333333338,18.333333333333357,1.587305141763661,1.0,2.0,0.27659408252300083,1.0,4,1096,AAV,0.7,random_forest
25,40,15,0.47,4.6,10.3,2.16,signal,40,0.6093749999999998,0.03026634382566586,-11.147798742138427,1.095800490242893,0.0,2.0,-0.02746565434905947,0.55,3,25,AAA,1.0,random_forest
76,83,7,1.13,1.93,58.3,0.69,zombie_exit,83,0.7654320987654317,0.02620689655172419,9.151249823471275,1.217697527054459,1.0,2.0,-0.02717463841992159,0.55,4,76,AAA,1.0,random_forest
99,134,35,17.89,23.08,77.5,-1.76,signal,134,0.28301886792452885,0.05314685314685313,9.145427286356863,0.8570277719087175,2.0,3.0,0.010193129946347827,0.016666666666666666,4,99,AAA,1.0,random_forest
145,150,5,-2.45,0.0,0.0,5.79,signal,150,0.3185840707964605,0.09436274509803916,-4.373678646934479,0.6436595528842552,1.0,3.0,0.0006686640644771192,0.65,3,145,AAA,1.0,random_forest
153,157,4,-3.14,0.0,0.0,6.18,signal,157,0.5595238095238088,0.04474002418379698,23.893974065598712,0.9171432561837266,2.0,4.0,-0.004018136735258163,0.21666666666666667,4,153,AAA,1.0,random_forest
161,166,5,-3.22,0.0,0.0,-0.96,signal,166,0.632911392405064,0.03452380952380942,14.868136068288969,1.2235864340008205,3.0,2.0,0.003459037621753423,0.2,5,161,AAA,1.0,random_forest
201,207,6,0.35,0.6,58.0,5.36,zombie_exit,207,0.6719999999999999,0.04910179640718565,-5.552395039253618,1.9672958650437997,2.0,3.0,-0.05308711498485085,0.5833333333333334,4,201,AAA,1.0,random_forest
208,214,6,1.87,4.61,40.6,-3.44,trailing_stop,214,0.6907216494845371,0.03546099290780129,10.218253968253954,0.9968286925947327,0.0,2.0,-0.021057071283922167,0.6166666666666667,4,208,AAA,1.0,random_forest
244,255,11,71.79,72.22,99.4,9.62,trailing_stop,255,0.40000000000000036,0.08333333333333329,12.698412698412703,1.6042876550766612,3.0,1.0,0.06654957134678983,0.19166666666666668,4,244,AAH,1.0,random_forest
256,259,3,37.36,44.71,83.6,8.33,trailing_stop,259,0.7333333333333332,0.142857142857143,-8.734602463605825,1.96960053752577,2.0,2.0,2.059514098497184,1.0,4,256,AAH,0.7,random_forest
313,318,5,90.94,95.73,95.0,4.88,signal,318,0.916666666666667,0.022222222222222143,12.5,1.1610923490251508,1.0,2.0,0.12718211929591167,0.35,4,313,AAH,0.5,random_forest
350,360,10,95.25,102.48,92.9,5.0,signal,360,0.8333333333333326,0.023255813953488497,23.333333333333414,1.9831123017904606,2.0,2.0,0.5252874380685537,0.6,4,350,AAH,0.5,random_forest
368,373,5,38.25,40.73,93.9,7.32,signal,373,0.4545454545454547,0.13333333333333325,29.99999999999997,1.7161784518376397,2.0,1.0,0.24922999399866014,0.95,4,368,AAH,0.7,random_forest
484,494,10,5.62,7.06,79.6,5.75,trailing_stop,494,0.4615384615384616,0.0823529411764705,14.814814814814817,0.9658715761720731,2.0,2.0,0.024589940472830106,0.25,4,484,AAS,1.0,random_forest
497,503,6,-0.25,2.25,-11.1,4.55,zombie_exit,503,0.7142857142857141,0.04494382022471914,-12.801932367149725,1.2090393125343004,2.0,2.0,-0.012028935693183293,0.38333333333333336,4,497,AAS,1.0,random_forest
506,510,4,-4.68,0.0,0.0,1.15,signal,510,0.5555555555555554,0.04444444444444448,-10.275689223057611,1.3593105029811956,2.0,2.0,-0.00820248148322975,0.03333333333333333,4,506,AAS,1.0,random_forest
551,561,10,40.57,44.1,92.0,1.08,signal,561,0.8846153846153844,0.032608695652173995,10.57692307692301,2.4789560742510566,3.0,4.0,-0.10114542250084946,0.8166666666666667,4,551,AAS,0.7,random_forest
564,568,4,-0.25,0.0,0.0,3.37,signal,568,0.647058823529412,0.06741573033707861,-25.517241379310356,0.724248067264827,0.0,2.0,-0.013808039088375721,0.43333333333333335,3,564,AAS,1.0,random_forest
584,599,15,19.34,19.63,98.5,84.16,trailing_stop,599,0.5000000000000014,0.03409090909090897,-7.179487179487246,1.3019393029111632,2.0,2.0,0.0010860821083400738,0.03333333333333333,4,584,AAS,1.0,random_forest
600,625,25,103.46,147.99,69.9,-8.62,signal,625,0.692307692307692,0.07547169811320761,-1.2500000000000142,1.6503749170176412,2.0,2.0,-0.032943788618466426,0.7833333333333333,4,600,AAS,0.7,random_forest
705,715,10,42.98,44.95,95.6,0.86,signal,715,0.6666666666666669,0.10576923076923073,33.182503770739075,2.9167230001609528,3.0,3.0,0.004424947703662918,0.8333333333333334,5,705,AAS,0.7,random_forest
722,725,3,-2.25,0.0,0.0,0.88,signal,725,0.5777777777777776,0.05428571428571427,-4.3749999999999645,1.48168570303269,3.0,1.0,0.028434036370675257,0.2833333333333333,3,722,AAT,1.0,random_forest
816,842,26,42.16,47.97,87.9,16.18,signal,842,0.7647058823529409,0.03550295857988169,42.35033259423496,2.1542422756253066,2.0,4.0,0.13825400636890273,0.7166666666666667,4,816,AAT,0.7,random_forest
855,872,17,3.86,8.52,45.3,0.52,signal,872,0.7758620689655175,0.035714285714285685,17.521367521367516,1.25642112401458,3.0,4.0,0.191422577583097,0.7,4,855,AAT,1.0,random_forest
1014,1033,19,95.53,110.95,86.1,2.7,signal,1033,0.9354838709677421,0.024096385542168586,17.874396135265705,1.3991467751028797,3.0,4.0,0.05011012388967684,1.0,4,1014,AAV,0.5,random_forest
1143,1170,27,52.57,59.03,89.0,1.52,signal,1170,0.6999999999999993,0.049180327868852576,25.49019607843134,1.4594291016531145,2.0,3.0,0.11919391197673293,0.7166666666666667,5,1143,AAV,0.7,random_forest
72,81,9,48.51,54.62,88.8,8.85,signal,81,0.713114754098361,0.07882882882882875,13.897790680138726,1.5969463610890693,1.0,2.0,0.03272843741782948,0.75,5,72,AAA,0.7,xgboost
86,92,6,-0.25,0.0,0.0,10.37,zombie_exit,92,0.7711442786069657,0.04722792607802865,2.5187212193435613,0.8675460898717016,1.0,2.0,-0.05791212531620532,0.11666666666666667,3,86,AAA,1.0,xgboost
93,96,3,5.06,5.32,95.1,10.82,trailing_stop,96,0.48333333333333367,0.06471816283924835,16.014316174230885,0.8681802761709196,2.0,3.0,-0.018864714417130158,0.016666666666666666,4,93,AAA,1.0,xgboost
105,109,4,-5.78,1.91,-302.4,8.59,stop_loss,109,0.680272108843538,0.044890162368672284,13.568773234200748,1.5231126122936858,2.0,3.0,0.04915575113554174,0.31666666666666665,5,105,AAA,1.0,xgboost
172,185,13,100.35,103.04,97.4,3.26,signal,185,0.6714285714285714,0.02361396303901442,2.322580645161281,0.683379990493063,1.0,2.0,0.010810437502519445,0.016666666666666666,4,172,AAA,0.5,xgboost
190,195,5,-1.85,0.0,0.0,2.02,signal,195,0.5,0.03206412825651305,-0.2089864158829613,1.12176016933233,1.0,2.0,0.03055210763513351,0.16666666666666666,4,190,AAA,1.0,xgboost
200,205,5,-4.17,0.0,0.0,13.97,stop_loss,205,0.42187499999999895,0.037260825780463344,5.673274094326665,0.729261412640914,1.0,1.0,-0.007139055860087062,0.26666666666666666,3,200,AAA,1.0,xgboost
223,253,30,57.89,60.18,96.2,12.2,signal,253,0.7529411764705882,0.04022988505747126,33.97129186602872,1.9528368903851498,3.0,3.0,-0.038572557279351,1.0,4,223,AAA,0.7,xgboost
284,291,7,55.7,62.16,89.6,7.08,signal,291,0.7588652482269505,0.0835380835380835,42.96804680468044,1.6916639357387988,2.0,2.0,1.1024238679941822,1.0,4,284,AAS,0.7,xgboost
297,302,5,95.42,100.16,95.3,0.0,signal,302,0.8650793650793651,0.0230040595399188,6.342368612896813,1.2569128138905006,1.0,2.0,0.06434955892379604,1.0,4,297,AAV,0.5,xgboost
388,397,9,5.24,18.5,28.3,8.94,signal,397,0.6440677966101696,0.09251101321585901,10.134087575948051,1.4339947534636919,1.0,1.0,0.35407043283744855,0.7,4,388,AAV,1.0,xgboost
403,407,4,-1.81,0.0,0.0,3.62,stop_loss,407,0.6622516556291391,0.09960937499999996,0.6617134896679886,0.9069152671903095,1.0,2.0,-0.008112909689983901,0.6166666666666667,4,403,AAV,1.0,xgboost
452,462,10,40.28,40.63,99.1,-2.33,signal,462,0.8511904761904762,0.04646840148698885,0.24383247274812447,1.0713308120887868,1.0,3.0,-0.0646335171577888,0.48333333333333334,3,452,AAV,1.0,xgboost
498,516,18,91.99,91.99,100.0,0.0,end,516,0.9125874125874126,0.03004807692307692,23.9039827107132,1.7870610885310028,3.0,4.0,0.08912288819684466,0.7833333333333333,4,498,AAV,0.7,xgboost
4,13,9,94.08,104.51,90.0,0.0,signal,13,0.8760330578512394,0.02334630350194558,2.9901056515176947,1.1525363057649123,0.0,2.0,-0.0338559630913695,0.85,4,4,AAA,0.5,xgboost
38,53,15,52.49,61.44,85.4,12.6,signal,53,0.7681159420289859,0.05276174773289355,1.1357729084292885,0.9569228867415991,2.0,3.0,0.002036702913603647,0.8166666666666667,3,38,AAA,0.7,xgboost
59,71,12,5.5,8.19,67.2,2.75,trailing_stop,71,0.7073170731707313,0.05128205128205133,-26.175913790592688,0.7977751028620892,1.0,2.0,0.06180107559591115,0.016666666666666666,3,59,AAA,1.0,xgboost
109,119,10,37.97,48.13,78.9,0.0,signal,119,0.8639455782312921,0.0362756952841597,12.346576227390187,2.2197604326416798,3.0,4.0,0.08813157438192215,1.0,4,109,AAA,0.7,xgboost
146,152,6,5.47,5.74,95.4,8.33,trailing_stop,152,0.8532818532818537,0.025956284153005396,19.386587319752778,1.4079773482703435,1.0,2.0,0.04308914154107492,0.45,4,146,AAA,1.0,xgboost
162,168,6,-1.48,1.89,-78.6,3.1,signal,168,0.602739726027397,0.05664062500000007,-5.041873449131515,1.1980007395223706,1.0,2.0,0.03305558713080352,0.11666666666666667,4,162,AAA,1.0,xgboost
175,177,2,-4.84,0.0,0.0,5.09,signal,177,0.6233766233766235,0.05559105431309899,-20.502392344497572,0.912766475384799,1.0,2.0,0.021925393132112506,0.016666666666666666,3,175,AAA,1.0,xgboost
185,191,6,0.65,2.12,30.5,13.28,zombie_exit,191,0.4754098360655743,0.06169665809768631,6.741573033707866,0.9293648522313167,2.0,3.0,0.03153575275779056,0.13333333333333333,4,185,AAA,1.0,xgboost
202,208,6,97.64,103.98,93.9,2.47,signal,208,0.8164251207729458,0.022605591909577786,18.290378006872785,1.664666735448034,2.0,3.0,-0.019433900033424142,0.5333333333333333,4,202,AAA,0.5,xgboost
210,217,7,90.62,101.86,89.0,14.78,signal,217,0.862676056338028,0.02219692657939673,9.566706021251498,1.2313730369370275,2.0,3.0,-0.04273060616808938,0.9666666666666667,4,210,AAA,0.5,xgboost
234,258,24,74.9,97.39,76.9,-5.05,signal,258,0.6417445482866038,0.06616800920598402,5.35359457962803,1.503437934818543,1.0,2.0,-0.013206348880563504,0.9166666666666666,5,234,AAA,0.7,xgboost
296,298,2,-2.48,0.0,0.0,28.63,signal,298,0.6296296296296293,0.08130081300813015,-13.359386307714608,1.1892337015681669,1.0,1.0,-0.09603646680437486,0.016666666666666666,3,296,AAS,1.0,xgboost
307,314,7,-6.97,2.86,-243.4,-3.04,signal,314,0.8502673796791448,0.04713804713804703,3.468104222821225,1.3138178154058955,3.0,3.0,0.5616280116544415,0.38333333333333336,4,307,AAS,1.0,xgboost
343,347,4,36.46,52.32,69.7,62.79,trailing_stop,347,0.8292682926829267,0.07854137447405336,24.052516994712718,2.067429895535724,2.0,2.0,1.2324181360870166,1.0,4,343,AAS,0.7,xgboost
353,369,16,56.62,75.56,74.9,-7.62,signal,369,0.739130434782609,0.13259668508287278,1.7509708547444518,1.1050251031545002,0.0,2.0,0.2045333667981092,0.85,5,353,AAS,0.7,xgboost
398,400,2,5.01,5.27,95.0,26.95,trailing_stop,400,0.7669172932330823,0.07259953161592518,-4.924242424242436,1.2474794911502218,4.0,3.0,-0.07559143623576696,0.25,3,398,AAS,1.0,xgboost
406,427,21,16.8,21.05,79.8,23.79,trailing_stop,427,0.6616161616161615,0.07790697674418604,4.577023691094638,0.7002654964576963,2.0,2.0,0.0014298257124898371,0.016666666666666666,4,406,AAS,1.0,xgboost
437,443,6,-1.73,0.0,0.0,51.72,zombie_exit,443,0.7411347517730495,0.06358885017421606,22.09869748669972,1.411007120365957,3.0,3.0,-0.10121641024725452,0.25,5,437,AAS,1.0,xgboost
444,472,28,84.71,92.31,91.8,0.94,signal,472,0.7801418439716309,0.0534943917169975,13.728503618395422,0.8659637454018654,0.0,2.0,-0.04466842660139761,0.7333333333333333,3,444,AAS,0.7,xgboost
515,520,5,98.61,101.66,97.0,19.17,signal,520,0.8571428571428568,0.020547945205479503,7.639700471800211,1.3801398716359228,3.0,3.0,5.550760777310682,0.65,4,515,AAT,0.5,xgboost
523,542,19,6.09,11.67,52.2,10.52,signal,542,0.8437500000000002,0.029182879377431862,11.07002801120447,1.0909090909090908,2.0,3.0,0.4828639843685203,0.65,3,523,AAT,1.0,xgboost
554,557,3,-5.58,0.0,0.0,13.78,stop_loss,557,0.694533762057878,0.052895322939866325,19.31533160094896,1.3130227880393455,3.0,3.0,0.8422415206085264,0.18333333333333332,5,554,AAT,1.0,xgboost
565,570,5,-3.69,0.0,0.0,8.57,signal,570,0.5627240143369179,0.06896551724137924,-3.2085561497325585,0.9273700569849767,1.0,2.0,0.09072715969456269,0.18333333333333332,3,565,AAT,1.0,xgboost
573,578,5,-0.95,1.68,-56.7,-0.93,signal,578,0.8279569892473116,0.026044492674986458,28.337628865979326,1.0656830102015935,2.0,4.0,-0.04223751995708697,0.5166666666666667,3,573,AAT,1.0,xgboost
640,666,26,20.23,25.16,80.4,3.73,signal,666,0.668555240793201,0.10626702997275204,27.59756749532211,0.9369166139063861,1.0,2.0,0.0297101230967578,0.55,4,640,AAV,1.0,xgboost
670,674,4,-2.68,0.0,0.0,-1.88,signal,674,0.6781609195402298,0.06021505376344085,7.3754765090505074,0.75965466699967,3.0,3.0,-0.08274838421817621,0.016666666666666666,4,670,AAV,1.0,xgboost
704,711,7,12.22,12.5,97.7,0.59,trailing_stop,711,0.791044776119403,0.031249999999999997,24.870281674079145,1.2221083273589073,3.0,3.0,-0.05952024188137576,0.38333333333333336,4,704,AAV,1.0,xgboost
758,784,26,154.12,157.31,98.0,4.03,signal,784,0.9189944134078215,0.02113702623906699,19.546062226543498,1.4241470836693162,3.0,3.0,0.00862615737825484,0.95,4,758,AAV,0.5,xgboost
787,794,7,-1.85,0.97,-190.9,3.81,signal,794,0.7617091207888248,0.09682804674457436,25.287113394941493,1.2979418161659866,3.0,4.0,0.1319957915529234,0.55,4,787,AAV,1.0,xgboost
818,821,3,-1.94,0.0,0.0,0.0,stop_loss,821,0.6507115135834408,0.09313556398758203,5.820774829081813,1.3050023564443396,2.0,2.0,-0.04450726858533255,0.16666666666666666,5,818,AAV,1.0,xgboost
4,9,5,28.85,37.04,77.9,5.85,signal,9,0.659504132231405,0.10093091621754036,-1.030948950958205,0.9143427761611047,1.0,3.0,0.032091820463936396,0.8333333333333334,3,4,AAA,0.7,xgboost
54,60,6,-1.56,2.08,-75.0,-1.89,zombie_exit,60,0.6861313868613139,0.04712328767123285,20.337874239975385,1.6160215998756293,2.0,3.0,-0.07179383007436455,0.36666666666666664,5,54,AAA,1.0,xgboost
137,150,13,3.01,7.4,40.7,0.0,signal,150,0.6345177664974617,0.061962134251290935,22.019149386373265,1.387441943808277,2.0,2.0,0.018088672151157184,0.18333333333333332,5,137,AAA,1.0,xgboost
237,240,3,-7.17,0.0,0.0,-0.58,signal,240,0.6832298136645959,0.06938775510204091,-5.932884557419889,0.8740247336617416,2.0,3.0,0.0525345709454728,0.08333333333333333,3,237,AAA,1.0,xgboost
251,254,3,-3.31,0.0,0.0,0.7,signal,254,0.6896551724137927,0.08117859290438975,-0.25227731413298926,1.2312722486796293,2.0,2.0,0.03524259148281355,0.016666666666666666,4,251,AAS,1.0,xgboost
278,301,23,8.66,12.33,70.2,16.14,trailing_stop,301,0.8255208333333338,0.04070473876063172,4.7583643122676875,1.3264857664870486,2.0,3.0,-0.02891402558865473,0.4166666666666667,4,278,AAS,1.0,xgboost
308,313,5,3.2,3.46,92.5,-3.69,trailing_stop,313,0.8068783068783069,0.03709349593495937,39.98575498575501,1.8836378517301027,1.0,2.0,-0.07291516399488313,0.36666666666666664,4,308,AAS,1.0,xgboost
389,393,4,-2.59,2.35,-110.4,-1.43,signal,393,0.765193370165746,0.07124895222129084,-26.508768645072706,2.2471973939980296,2.0,3.0,-0.05845352816189967,0.4666666666666667,3,389,AAS,1.0,xgboost
402,407,5,0.29,2.51,11.4,-1.09,signal,407,0.0,0.14721723518850977,-23.590779067810807,0.7115835766463595,1.0,2.0,0.01981134214454137,0.1,3,402,AAS,1.0,xgboost
546,549,3,-2.32,0.0,0.0,0.34,signal,549,0.6666666666666675,0.03824701195219112,-19.838102838900888,0.9677846142902871,1.0,2.0,0.035001868631104924,0.16666666666666666,3,546,AAT,1.0,xgboost
574,582,8,46.19,49.62,93.1,2.73,signal,582,0.6836363636363639,0.07027463651050074,10.094254140549857,1.9502381891555662,3.0,3.0,-0.048103170015424065,0.9,5,574,AAT,0.7,xgboost
590,592,2,-5.37,0.0,0.0,3.35,stop_loss,592,0.6755319148936165,0.04743390357698299,-11.368142762723075,1.0613366439064764,2.0,2.0,-0.02769550060575412,0.016666666666666666,3,590,AAT,1.0,xgboost
611,625,14,45.64,54.9,83.1,3.73,signal,625,0.8979591836734695,0.04028648164726941,11.094615607004158,1.125032078555317,1.0,2.0,0.0730323740978236,0.7833333333333333,4,611,AAT,0.7,xgboost
724,731,7,46.02,48.67,94.5,-1.2,signal,731,0.6489510489510488,0.10735671514114635,19.945182374024846,1.656399161054562,1.0,2.0,0.08998958619319966,0.9333333333333333,5,724,AAV,0.7,xgboost
848,854,6,-3.3,0.0,0.0,2.17,signal,854,0.6347031963470323,0.08163265306122437,12.02088111998733,1.4679792029155287,2.0,2.0,0.05302125981116079,0.16666666666666666,5,848,AAV,1.0,xgboost
16,24,8,1.39,4.55,30.5,17.76,trailing_stop,24,0.7305699481865287,0.06565656565656561,6.76948991946098,2.3979224092646416,3.0,4.0,-0.09739483918931804,0.6,5,16,AAA,1.0,xgboost
31,38,7,4.94,5.81,85.1,6.83,trailing_stop,38,0.6606060606060604,0.06779661016949158,-4.982698961937729,0.9683408512742139,1.0,2.0,-0.035807612404048145,0.15,3,31,AAA,1.0,xgboost
45,50,5,-0.84,4.47,-18.7,8.62,signal,50,0.6560000000000002,0.050588235294117614,-7.344470046082918,0.823327384840892,3.0,3.0,-0.0036871559916790923,0.06666666666666667,3,45,AAA,1.0,xgboost
55,68,13,1.47,5.99,24.6,19.59,signal,68,0.6093750000000003,0.02880184331797235,10.010344553194834,0.6456580725185614,3.0,3.0,-0.000284777300253624,0.016666666666666666,4,55,AAA,1.0,xgboost
71,91,20,17.04,19.56,87.1,7.87,signal,91,0.5284552845528456,0.06444444444444446,-16.620879120879216,0.7523503145873766,1.0,2.0,0.006151008967724501,0.15,3,71,AAA,1.0,xgboost
101,107,6,0.57,2.18,25.9,0.0,zombie_exit,107,0.7361963190184049,0.039090909090909065,9.827997613839791,1.1582719800085322,1.0,3.0,-0.024722741300245918,0.48333333333333334,5,101,AAA,1.0,xgboost
108,111,3,-4.33,0.0,0.0,8.25,signal,111,0.4640000000000001,0.06226765799256505,-5.93946316390636,0.9073158990267267,0.0,2.0,0.039009490603024666,0.6166666666666667,3,108,AAA,1.0,xgboost
127,133,6,2.86,4.4,65.0,9.22,trailing_stop,133,0.6545454545454553,0.03486238532110082,21.315049226441637,1.7267137889875948,3.0,3.0,0.006277933848416295,0.15,5,127,AAA,1.0,xgboost
138,144,6,39.47,43.78,90.2,3.46,signal,144,0.7968749999999997,0.0331632653061225,-0.1942108044040296,1.2889490989434085,3.0,4.0,-0.012559475767500494,0.75,3,138,AAA,0.7,xgboost
149,154,5,-1.12,0.79,-142.6,-5.5,signal,154,0.44615384615384596,0.06299212598425202,3.9775065148813837,0.9988602716883597,2.0,3.0,0.03403934964343677,0.21666666666666667,4,149,AAA,1.0,xgboost
222,227,5,0.21,0.46,100.0,8.04,signal,227,0.6962025316455693,0.05523590333716921,-10.25676677790139,1.0413772277542073,0.0,2.0,0.031664774640749835,0.6,3,222,AAA,1.0,xgboost
233,239,6,-2.74,0.98,-280.5,24.21,signal,239,0.7327586206896548,0.0336956521739131,10.016420361247825,1.3484969618691462,3.0,3.0,-0.047790920795307126,0.13333333333333333,5,233,AAA,1.0,xgboost
